name,rank,year,industry,sector,headquarters_state
"Harley-Davidson, Inc.",369,2007,Transportation Equipment,,WI
Thrivent Financial for Lutherans,370,2007,"Insurance: Life, Health (Mutual)",,MN
"NVR, Inc.",371,2007,Homebuilders,,VA
Atmos Energy Corporation,372,2007,Utilities: Gas and Electric,,TX
"Hovnanian Enterprises, Inc.",373,2007,Homebuilders,,NJ
NCR Corporation,374,2007,"Computers, Office Equipment",,OH
"Toll Brothers, Inc.",375,2007,Homebuilders,,PA
"Autoliv, Inc.",376,2007,Motor Vehicles & Parts,,MI
"Group 1 Automotive, Inc.",377,2007,"Automotive Retailing, Services",,TX
AK Steel Holding Corporation,378,2007,Metals,,OH
Allied Waste Industries,379,2007,Waste Management,,AZ
Cablevision Systems Corporation,380,2007,Telecommunications,,NY
"Starwood Hotels & Resorts Worldwide, Inc.",381,2007,"Hotels, Casinos, Resorts",,NY
Brunswick Corporation,382,2007,Transportation Equipment,,IL
eBay Inc.,383,2007,Internet Services and Retailing,,CA
"AutoZone, Inc.",384,2007,Specialty Retailers,,TN
Ryerson Inc.,385,2007,Wholesalers: Diversified,,IL
Molson Coors Brewing Company,386,2007,Beverages,,CO
"Agilent Technologies, Inc.",387,2007,"Scientific, Photographic and Control Equipment",,CA
"W.W. Grainger, Inc.",388,2007,Wholesalers: Diversified,,IL
The Charles Schwab Corporation,389,2007,Securities,,CA
Goodrich Corporation,390,2007,Aerospace & Defense,,NC
"Asbury Automotive Group, Inc.",391,2007,"Automotive Retailing, Services",,NY
"Becton, Dickinson and Company",392,2007,Medical Products and Equipment,,NJ
Performance Food Group Company,393,2007,Wholesalers: Food and Grocery,,VA
"NRG Energy, Inc.",394,2007,Energy,,NJ
Pitney Bowes Inc.,395,2007,"Computers, Office Equipment",,CT
USG Corporation,396,2007,"Building Materials, Glass",,IL
"Bed Bath & Beyond, Inc.",397,2007,Specialty Retailers,,NJ
"Freeport-McMoRan Copper & Gold, Inc.",398,2007,"Mining, Crude-Oil Production",,LA
"Boise Cascade Holdings, L.L.C.",399,2007,Forest and Paper Products,,ID
Unisys Corporation,400,2007,Information Technology Services,,PA
"Foot Locker, Inc.",401,2007,Specialty Retailers,,NY
Reliance Steel & Aluminum Co.,402,2007,Wholesalers: Diversified,,CA
Hormel Foods Corporation,403,2007,Food Consumer Products,,MN
"Darden Restaurants, Inc.",404,2007,Food Services,,FL
"Avis Budget Group, Inc.",405,2007,"Automotive Retailing, Services",,NJ
"Mattel, Inc.",406,2007,"Toys, Sporting Goods",,CA
"Advanced Micro Devices, Inc.",407,2007,Semiconductors and Other Electronic Components,,CA
"Kelly Services, Inc.",408,2007,Temporary Help,,MI
"Charter Communications, Inc.",409,2007,Telecommunications,,MO
Blockbuster Inc.,410,2007,Specialty Retailers,,TX
"Whole Foods Market, Inc.",411,2007,Food & Drug Stores,,TX
Avery Dennison Corporation,412,2007,Chemicals,,CA
Tribune Company,413,2007,"Publishing, Printing",,IL
Temple-Inland Inc.,414,2007,"Packaging, Containers",,TX
"Ross Stores, Inc.",415,2007,Specialty Retailers,,CA
Rockwell Automation Inc.,416,2007,"Electronics, Electrical Equipment",,WI
"Triad Hospitals, Inc.",417,2007,Health Care: Medical Facilities,,TX
"Owens & Minor, Inc.",418,2007,Wholesalers: Health Care,,VA
"Leggett & Platt, Incorporated",419,2007,Furniture,,MO
"Beazer Homes USA, Inc.",420,2007,Homebuilders,,GA
AGCO Corporation,421,2007,Industrial and Farm Equipment,,GA
Stryker Corporation,422,2007,Medical Products and Equipment,,MI
W.R. Berkley Corporation,423,2007,Insurance: Property and Casualty (Stock),,CT
"Affiliated Computer Services, Inc.",424,2007,Information Technology Services,,TX
"WESCO International, Inc.",425,2007,Wholesalers: Diversified,,PA
GameStop Corp.,426,2007,Specialty Retailers,,TX
The Mosaic Company,427,2007,Chemicals,,MN
The Timken Company,428,2007,Industrial and Farm Equipment,,OH
"Micron Technology, Inc.",429,2007,Semiconductors and Other Electronic Components,,ID
Barnes & Noble Inc.,430,2007,Specialty Retailers,,NY
Peabody Energy Corporation,431,2007,"Mining, Crude-Oil Production",,MO
Pilgrim's Pride Corporation,432,2007,Food Production,,TX
"Hexion Specialty Chemicals, Inc.",433,2007,Chemicals,,OH
Energy East Corporation,434,2007,Utilities: Gas and Electric,,ME
UGI Corporation,435,2007,Energy,,PA
"The Pantry, Inc.",436,2007,Specialty Retailers,,NC
Pacific Life,437,2007,"Insurance: Life, Health (Stock)",,CA
"Henry Schein, Inc.",438,2007,Wholesalers: Health Care,,NY
Corning Inc.,439,2007,Network and Other Communications Equipment,,NY
Avaya Inc.,440,2007,Network and Other Communications Equipment,,NJ
Marshall & Ilsley Corporation,441,2007,Commercial Banks,,WI
"Lexmark International, Inc.",442,2007,Computer Peripherals,,KY
Longs Drug Stores Corporation,443,2007,Food & Drug Stores,,CA
Auto-Owners Insurance Group,444,2007,Insurance: Property and Casualty (Mutual),,MI
"Franklin Resources, Inc.",445,2007,Securities,,CA
"Peter Kiewit Sons', Inc.",446,2007,Engineering & Construction,,NE
Newmont Mining Corporation,447,2007,"Mining, Crude-Oil Production",,CO
"Emcor Group, Inc.",448,2007,Engineering & Construction,,CT
El Paso Corporation,449,2007,Pipelines,,TX
"Graybar Electric Company, Inc.",450,2007,Wholesalers: Diversified,,MO
"Liz Claiborne, Inc.",451,2007,Apparel,,NY
"Host Hotels & Resorts, Inc.",452,2007,Real Estate,,MD
The Hershey Company,453,2007,Food Consumer Products,,PA
Anixter International Inc.,454,2007,Wholesalers: Diversified,,IL
Allegheny Technologies Inc.,455,2007,Metals,,PA
BlueLinx Holdings Inc.,456,2007,Wholesalers: Diversified,,GA
Ecolab Inc.,457,2007,Chemicals,,MN
DaVita,458,2007,Health Care: Medical Facilities,,CA
"H&R Block, Inc.",459,2007,zMiscellaneous,,MO
Western & Southern Mutual Holding Company,460,2007,"Insurance: Life, Health (Mutual)",,OH
"M.D.C. Holdings, Inc.",461,2007,Homebuilders,,CO
Frontier Oil Corporation,462,2007,Petroleum Refining,,TX
Erie Insurance Group,463,2007,Insurance: Property and Casualty (Stock),,PA
"The Shaw Group, Inc.",464,2007,Engineering & Construction,,LA
"Level 3 Communications, Inc.",465,2007,Telecommunications,,CO
RadioShack Corporation,466,2007,Specialty Retailers,,TX
"The Ryland Group, Inc.",467,2007,Homebuilders,,CA
"Aleris International, Inc.",468,2007,Metals,,OH
"Big Lots, Inc.",469,2007,Specialty Retailers,,OH
"Jones Apparel Group, Inc.",470,2007,Apparel,,NY
SPX Corporation,471,2007,"Electronics, Electrical Equipment",,NC
Wm. Wrigley Jr. Company,472,2007,Food Consumer Products,,IL
Tenneco Inc.,473,2007,Motor Vehicles & Parts,,IL
Mirant Corporation,474,2007,Energy,,GA
The Clorox Company,475,2007,Household and Personal Products,,CA
Nash-Finch Company,476,2007,Wholesalers: Food and Grocery,,MN
"Expeditors International of Washington, Inc.",477,2007,Transportation and Logistics,,WA
"Advance Auto Parts, Inc.",478,2007,Specialty Retailers,,VA
"Sovereign Bancorp, Inc.",479,2007,Savings Institutions,,PA
"Constellation Brands, Inc.",480,2007,Beverages,,NY
"BorgWarner, Inc.",481,2007,Motor Vehicles & Parts,,MI
XTO Energy Inc.,482,2007,"Mining, Crude-Oil Production",,TX
SCANA Corporation,483,2007,Utilities: Gas and Electric,,SC
Cincinnati Financial Corporation,484,2007,Insurance: Property and Casualty (Stock),,OH
United Stationers Inc.,485,2007,Wholesalers: Electronics and Office Equipment,,IL
Fiserv Inc.,486,2007,Financial Data Services,,WI
Comerica Incorporated,487,2007,Commercial Banks,,MI
"Chiquita Brands International, Inc.",488,2007,Food Production,,OH
Mutual of Omaha Insurance Companies,489,2007,"Insurance: Life, Health (Mutual)",,NE
Northern Trust Corporation,490,2007,Commercial Banks,,IL
Global Partners LP,491,2007,Energy,,MA
The Western Union Company,492,2007,Financial Data Services,,CO
"Conseco, Inc.",493,2007,"Insurance: Life, Health (Stock)",,IN
"Community Health Systems, Inc.",494,2007,Health Care: Medical Facilities,,TN
BJ Services Company,495,2007,"Oil and Gas Equipment, Services",,TX
M&T Bank Corporation,496,2007,Commercial Banks,,NY
"Kindred Healthcare, Inc.",497,2007,Health Care: Medical Facilities,,KY
Western Digital Corporation,498,2007,Computer Peripherals,,CA
Sealed Air Corporation,499,2007,"Packaging, Containers",,NJ
"SunGard Data Systems, Inc.",500,2007,Financial Data Services,,PA
"Wal-Mart Stores, Inc.",1,2008,General Merchandisers,,AR
Exxon Mobil Corporation,2,2008,Petroleum Refining,,TX
Chevron Corporation,3,2008,Petroleum Refining,,CA
General Motors Corporation,4,2008,Motor Vehicles & Parts,,MI
ConocoPhillips,5,2008,Petroleum Refining,,TX
General Electric Company,6,2008,Diversified Financials,,CT
Ford Motor Company,7,2008,Motor Vehicles & Parts,,MI
"Citigroup, Inc.",8,2008,Commercial Banks,,NY
Bank of America Corporation,9,2008,Commercial Banks,,NC
AT&T Inc.,10,2008,Telecommunications,,TX
Berkshire Hathaway Inc.,11,2008,Insurance: Property and Casualty (Stock),,NE
J.P. Morgan Chase & Co.,12,2008,Commercial Banks,,NY
"American International Group,Inc.",13,2008,Insurance: Property and Casualty (Stock),,NY
Hewlett-Packard Company,14,2008,"Computers, Office Equipment",,CA
International Business Machines Corporation,15,2008,Information Technology Services,,NY
Valero Energy Corporation,16,2008,Petroleum Refining,,TX
Verizon Communications Inc.,17,2008,Telecommunications,,NY
McKesson Corporation,18,2008,Wholesalers: Health Care,,CA
"Cardinal Health, Inc.",19,2008,Wholesalers: Health Care,,OH
"The Goldman Sachs Group, Inc.",20,2008,Securities,,NY
Morgan Stanley,21,2008,Securities,,NY
"The Home Depot, Inc.",22,2008,Specialty Retailers,,GA
The Procter & Gamble Company,23,2008,Household and Personal Products,,OH
CVS Caremark Corporation,24,2008,Food & Drug Stores,,RI
UnitedHealth Group Incorporated,25,2008,Health Care: Insurance and Managed Care,,MN
The Kroger Company,26,2008,Food & Drug Stores,,OH
The Boeing Company,27,2008,Aerospace & Defense,,IL
AmerisourceBergen Corp.,28,2008,Wholesalers: Health Care,,PA
Costco Wholesale Corporation,29,2008,Specialty Retailers,,WA
"Merrill Lynch & Co., Inc.",30,2008,Securities,,NY
Target Corporation,31,2008,General Merchandisers,,MN
State Farm Insurance Cos.,32,2008,Insurance: Property and Casualty (Mutual),,IL
"WellPoint, Inc.",33,2008,Health Care: Insurance and Managed Care,,IN
Dell Inc.,34,2008,"Computers, Office Equipment",,TX
Johnson & Johnson,35,2008,Pharmaceuticals,,NJ
Marathon Oil Corporation,36,2008,Petroleum Refining,,TX
"Lehman Brothers Holdings, Inc.",37,2008,Securities,,NY
Wachovia Corporation,38,2008,Commercial Banks,,NC
United Technologies Corporation,39,2008,Aerospace & Defense,,CT
Walgreen Co.,40,2008,Food & Drug Stores,,IL
Wells Fargo & Company,41,2008,Commercial Banks,,CA
The Dow Chemical Company,42,2008,Chemicals,,MI
"MetLife, Inc.",43,2008,"Insurance: Life, Health (Stock)",,NY
Microsoft Corporation,44,2008,Computer Software,,WA
Sears Holdings Corporation,45,2008,General Merchandisers,,IL
"United Parcel Service, Inc.",46,2008,"Mail, Package, and Freight Delivery",,GA
Pfizer Inc.,47,2008,Pharmaceuticals,,NY
"Lowe's Companies, Inc.",48,2008,Specialty Retailers,,NC
Time Warner Inc.,49,2008,Entertainment,,NY
"Caterpillar, Inc.",50,2008,Industrial and Farm Equipment,,IL
"Medco Health Solutions, Inc.",51,2008,Health Care: Pharmacy and Other Services,,NJ
Archer-Daniels-Midland Company,52,2008,Food Production,,IL
Fannie Mae,53,2008,Diversified Financials,,DC
Freddie Mac,54,2008,Diversified Financials,,VA
Safeway Inc.,55,2008,Food & Drug Stores,,CA
"Sunoco, Inc.",56,2008,Petroleum Refining,,PA
Lockheed Martin Corporation,57,2008,Aerospace & Defense,,MD
Sprint Nextel Corporation,58,2008,Telecommunications,,KS
"PepsiCo, Inc.",59,2008,Food Consumer Products,,NY
Intel Corporation,60,2008,Semiconductors and Other Electronic Components,,CA
"Altria Group, Inc.",61,2008,Tobacco,,VA
Supervalu Inc.,62,2008,Food & Drug Stores,,MN
Kraft Foods Inc.,63,2008,Food Consumer Products,,IL
The Allstate Corporation,64,2008,Insurance: Property and Casualty (Stock),,IL
"Motorola, Inc.",65,2008,Network and Other Communications Equipment,,IL
Best Buy Co. Inc.,66,2008,Specialty Retailers,,MN
The Walt Disney Company,67,2008,Entertainment,,CA
FedEx Corporation,68,2008,"Mail, Package, and Freight Delivery",,TN
Ingram Micro Inc.,69,2008,Wholesalers: Electronics and Office Equipment,,CA
Sysco Corporation,70,2008,Wholesalers: Food and Grocery,,TX
"Cisco Systems, Inc.",71,2008,Network and Other Communications Equipment,,CA
"Johnson Controls, Inc.",72,2008,Motor Vehicles & Parts,,WI
Honeywell International Inc.,73,2008,Aerospace & Defense,,NJ
"Prudential Financial, Inc.",74,2008,"Insurance: Life, Health (Stock)",,NJ
American Express Company,75,2008,Diversified Financials,,NY
Northrop Grumman Corporation,76,2008,Aerospace & Defense,,CA
Hess Corp.,77,2008,Petroleum Refining,,NY
GMAC LLC,78,2008,Diversified Financials,,MI
Comcast Corporation,79,2008,Telecommunications,,PA
"Alcoa, Inc.",80,2008,Metals,,NY
E.I. du Pont de Nemours and Company,81,2008,Chemicals,,DE
New York Life Insurance Company,82,2008,"Insurance: Life, Health (Mutual)",,NY
The Coca-Cola Company,83,2008,Beverages,,GA
News Corporation,84,2008,Entertainment,,NY
Aetna Inc.,85,2008,Health Care: Insurance and Managed Care,,CT
Teachers Insurance and Annuity Association College Retiremen,86,2008,"Insurance: Life, Health (Mutual)",,NY
General Dynamics Corporation,87,2008,Aerospace & Defense,,VA
"Tyson Foods, Inc.",88,2008,Food Production,,AR
HCA Inc,89,2008,Health Care: Medical Facilities,,TN
"Enterprise GP Holdings, L.P.",90,2008,Pipelines,,TX
"Macy's, Inc.",91,2008,General Merchandisers,,OH
Delphi Corporation,92,2008,Motor Vehicles & Parts,,MI
"The Travelers Companies, Inc.",93,2008,Insurance: Property and Casualty (Stock),,MN
Liberty Mutual Holding Company Inc.,94,2008,Insurance: Property and Casualty (Stock),,MA
The Hartford Financial Services Group Inc.,95,2008,Insurance: Property and Casualty (Stock),,CT
Abbott Laboratories,96,2008,Pharmaceuticals,,IL
"Washington Mutual, Inc.",97,2008,Savings Institutions,,WA
Humana Inc.,98,2008,Health Care: Insurance and Managed Care,,KY
Massachusetts Financial Group,99,2008,"Insurance: Life, Health (Mutual)",,MA
3M Company,100,2008,zMiscellaneous,,MN
"Merck & Co., Inc.",101,2008,Pharmaceuticals,,NJ
Deere & Company,102,2008,Industrial and Farm Equipment,,IL
"Apple , Inc.",103,2008,"Computers, Office Equipment",,CA
Countrywide Financial Corporation,104,2008,Diversified Financials,,CA
Tech Data Corporation,105,2008,Wholesalers: Electronics and Office Equipment,,FL
McDonald's Corporation,106,2008,Food Services,,IL
"Publix Super Markets, Inc.",107,2008,Food & Drug Stores,,FL
Nationwide Mutual Insurance Co.,108,2008,Insurance: Property and Casualty (Stock),,OH
AMR Corporation,109,2008,Airlines,,TX
Northwestern Mutual Life Insurance Company,110,2008,"Insurance: Life, Health (Mutual)",,WI
Emerson Electric Co.,111,2008,"Electronics, Electrical Equipment",,MO
Raytheon Company,112,2008,Aerospace & Defense,,MA
Wyeth,113,2008,Pharmaceuticals,,NJ
International Paper Company,114,2008,Forest and Paper Products,,TN
Electronic Data Systems Corporation,115,2008,Information Technology Services,,TX
Tesoro Corporation,116,2008,Petroleum Refining,,TX
"Constellation Energy Group, Inc.",117,2008,Energy,,MD
Coca-Cola Enterprises Inc.,118,2008,Beverages,,GA
Goodyear Tire & Rubber Company,119,2008,Motor Vehicles & Parts,,OH
Manpower Inc.,120,2008,Temporary Help,,WI
"Plains All American Pipeline, L.P.",121,2008,Pipelines,,TX
U.S. Bancorp,122,2008,Commercial Banks,,MN
Occidental Petroleum Corporation,123,2008,"Mining, Crude-Oil Production",,CA
UAL Corporation,124,2008,Airlines,,IL
Bristol-Myers Squibb Company,125,2008,Pharmaceuticals,,NY
"J.C. Penney Company, Inc.",126,2008,General Merchandisers,,TX
Whirlpool Corporation,127,2008,"Electronics, Electrical Equipment",,MI
"Staples, Inc.",128,2008,Specialty Retailers,,MA
"Delta Air Lines, Inc.",129,2008,Airlines,,GA
Capital One Financial Corporation,130,2008,Commercial Banks,,VA
Exelon Corporation,131,2008,Utilities: Gas and Electric,,IL
"The TJX Companies, Inc.",132,2008,Specialty Retailers,,MA
Eli Lilly and Company,133,2008,Pharmaceuticals,,IN
Murphy Oil Corporation,134,2008,Petroleum Refining,,AR
"Express Scripts, Inc.",135,2008,Health Care: Pharmacy and Other Services,,MO
Kimberly-Clark Corporation,136,2008,Household and Personal Products,,TX
Oracle Corporation,137,2008,Computer Software,,CA
"Autonation, Inc.",138,2008,"Automotive Retailing, Services",,FL
Loews Corporation,139,2008,Insurance: Property and Casualty (Stock),,NY
"Freeport-McMoRan Copper & Gold, Inc.",140,2008,"Mining, Crude-Oil Production",,AZ
CIGNA Corporation,141,2008,Health Care: Insurance and Managed Care,,PA
Rite Aid Corporation,142,2008,Food & Drug Stores,,PA
"The DirecTV Group, Inc.",143,2008,Telecommunications,,CA
Xerox Corporation,144,2008,"Computers, Office Equipment",,CT
CHS Inc.,145,2008,Wholesalers: Food and Grocery,,MN
United States Steel Corporation,146,2008,Metals,,PA
Weyerhaeuser Company,147,2008,Forest and Paper Products,,WA
Fluor Corporation,148,2008,Engineering & Construction,,TX
"Anheuser-Busch Companies, Inc.",149,2008,Beverages,,MO
Google Inc.,150,2008,Internet Services and Retailing,,CA
Nucor Corporation,151,2008,Metals,,NC
Kohl's Corporation,152,2008,General Merchandisers,,WI
"Nike, Inc.",153,2008,Apparel,,OR
Union Pacific Corporation,154,2008,Railroads,,NE
Illinois Tool Works Inc.,155,2008,Industrial and Farm Equipment,,IL
"The Bear Stearns Companies, Inc.",156,2008,Securities,,NY
Lear Corporation,157,2008,Motor Vehicles & Parts,,MI
"Arrow Electronics, Inc",158,2008,Wholesalers: Electronics and Office Equipment,,NY
Anadarko Petroleum Corp.,159,2008,"Mining, Crude-Oil Production",,TX
Burlington Northern Santa Fe Corp.,160,2008,Railroads,,TX
"Dominion Resources, Inc.",161,2008,Utilities: Gas and Electric,,VA
"The Gap, Inc.",162,2008,Specialty Retailers,,CA
"Avnet, Inc.",163,2008,Wholesalers: Electronics and Office Equipment,,AZ
"Office Depot, Inc.",164,2008,Specialty Retailers,,FL
AFLAC Incorporated,165,2008,"Insurance: Life, Health (Stock)",,GA
The Southern Company,166,2008,Utilities: Gas and Electric,,GA
Halliburton Company,167,2008,"Oil and Gas Equipment, Services",,TX
"FPL Group, Inc.",168,2008,Utilities: Gas and Electric,,FL
PACCAR Inc,169,2008,Motor Vehicles & Parts,,WA
Computer Sciences Corporation,170,2008,Information Technology Services,,VA
Amazon.Com Inc.,171,2008,Internet Services and Retailing,,WA
The Bank of New York Mellon Corporation,172,2008,Commercial Banks,,NY
"Amgen, Inc",173,2008,Pharmaceuticals,,CA
TRW Automotive Holdings Corp.,174,2008,Motor Vehicles & Parts,,MI
The Progressive Corporation,175,2008,Insurance: Property and Casualty (Stock),,OH
United Services Automobile Association,176,2008,Insurance: Property and Casualty (Stock),,TX
Centex Corporation,177,2008,Homebuilders,,TX
"Continental Airlines, Inc.",178,2008,Airlines,,TX
"Health Net, Inc.",179,2008,Health Care: Insurance and Managed Care,,CA
The Chubb Corporation,180,2008,Insurance: Property and Casualty (Stock),,NJ
CBS Corporation,181,2008,Entertainment,,NY
"L-3 Communications Holdings, Inc.",182,2008,Aerospace & Defense,,NY
The AES Corporation,183,2008,Utilities: Gas and Electric,,VA
"Sun Microsystems, Inc.",184,2008,"Computers, Office Equipment",,CA
Texas Instruments Incorporated,185,2008,Semiconductors and Other Electronic Components,,TX
Colgate-Palmolive Company,186,2008,Household and Personal Products,,NY
Qwest Communications International Inc.,187,2008,Telecommunications,,CO
World Fuel Services Corporation,188,2008,Wholesalers: Diversified,,FL
"Toys ""R"" Us, Inc.",189,2008,Specialty Retailers,,NJ
"The Pepsi Bottling Group, Inc.",190,2008,Beverages,,NY
"Viacom, Inc.",191,2008,Entertainment,,NY
"Oneok, Inc.",192,2008,Energy,,OK
"SunTrust Banks, Inc.",193,2008,Commercial Banks,,GA
"Penske Automotive Group, Inc.",194,2008,"Automotive Retailing, Services",,MI
"Consolidated Edison, Inc.",195,2008,Utilities: Gas and Electric,,NY
"American Electric Power Company, Inc.",196,2008,Energy,,OH
"Marriott International, Inc.",197,2008,"Hotels, Casinos, Resorts",,MD
"Public Service Enterprise Group, Inc.",198,2008,Utilities: Gas and Electric,,NJ
"Waste Management, Inc.",199,2008,Waste Management,,TX
PG&E Corporation,200,2008,Utilities: Gas and Electric,,CA
EMC Corporation,201,2008,Computer Peripherals,,MA
Textron Inc.,202,2008,Aerospace & Defense,,RI
Sara Lee Corporation,203,2008,Food Consumer Products,,IL
Duke Energy Corporation,204,2008,Utilities: Gas and Electric,,NC
Edison International,205,2008,Utilities: Gas and Electric,,CA
Cummins,206,2008,Industrial and Farm Equipment,,IN
Eaton Corporation,207,2008,Industrial and Farm Equipment,,OH
"The Williams Companies, Inc.",208,2008,Energy,,OK
FirstEnergy Corp.,209,2008,Utilities: Gas and Electric,,OH
"ConAgra Foods, Incorporated",210,2008,Food Consumer Products,,NE
Omnicom Group Inc.,211,2008,"Advertising, Marketing",,NY
Schering-Plough Corporation,212,2008,Pharmaceuticals,,NJ
Northwest Airlines Corporation,213,2008,Airlines,,MN
"General Mills, Inc.",214,2008,Food Consumer Products,,MN
"Circuit City Stores, Inc.",215,2008,Specialty Retailers,,VA
Aramark Corporation,216,2008,Diversified Outsourcing Services,,PA
"Medtronic, Inc.",217,2008,Medical Products and Equipment,,MN
"PPG Industries, Inc.",217,2008,Chemicals,,PA
"Jabil Circuit, Inc.",219,2008,Semiconductors and Other Electronic Components,,FL
"Marsh & McLennan Companies, Inc.",220,2008,Diversified Financials,,NY
Devon Energy Corporation,221,2008,"Mining, Crude-Oil Production",,OK
"Smithfield Foods, Inc.",222,2008,Food Production,,VA
Masco Corporation,223,2008,"Home Equipment, Furnishings",,MI
Dean Foods Company,224,2008,Food Consumer Products,,TX
State Street Corporation,225,2008,Commercial Banks,,MA
National City Corporation,226,2008,Commercial Banks,,OH
Kellogg Company,227,2008,Food Consumer Products,,MI
"US Airways Group, Inc.",228,2008,Airlines,,AZ
R.R. Donnelley & Sons Company,229,2008,"Publishing, Printing",,IL
"Knight, Inc.",230,2008,Pipelines,,TX
Entergy Corporation,231,2008,Utilities: Gas and Electric,,LA
Sempra Energy,232,2008,Utilities: Gas and Electric,,CA
"Genworth Financial , Inc.",233,2008,"Insurance: Life, Health (Stock)",,VA
Visteon Corporation,234,2008,Motor Vehicles & Parts,,MI
"D.R. Horton, Inc.",235,2008,Homebuilders,,TX
Baxter International Inc.,236,2008,Medical Products and Equipment,,IL
"Reliant Energy, Inc.",237,2008,Energy,,TX
Eastman Kodak Company,238,2008,"Scientific, Photographic and Control Equipment",,NY
Danaher Corporation,239,2008,"Scientific, Photographic and Control Equipment",,DC
DISH Network Corporation,240,2008,Telecommunications,,CO
Trane Inc.,241,2008,Industrial and Farm Equipment,,NJ
"Principal Financial Group, Inc.",242,2008,"Insurance: Life, Health (Stock)",,IA
Genuine Parts Company,243,2008,Wholesalers: Diversified,,GA
"Harrah's Entertainment, Inc.",244,2008,"Hotels, Casinos, Resorts",,NV
Regions Financial Corporation,245,2008,Commercial Banks,,AL
Lincoln National Corporation,246,2008,"Insurance: Life, Health (Stock)",,PA
Parker-Hannifin Corporation,247,2008,Industrial and Farm Equipment,,OH
"Progress Energy, Inc.",248,2008,Utilities: Gas and Electric,,NC
Huntsman Corporation,249,2008,Chemicals,,UT
BB&T Corporation,250,2008,Commercial Banks,,NC
Unum Group,251,2008,"Insurance: Life, Health (Stock)",,TN
Baker Hughes Incorporated,252,2008,"Oil and Gas Equipment, Services",,TX
"Yum! Brands, Inc.",253,2008,Food Services,,KY
"Integrys Energy Group, Inc.",254,2008,Energy,,IL
Sanmina-SCI Corporation,255,2008,Semiconductors and Other Electronic Components,,CA
Lennar Corporation,256,2008,Homebuilders,,FL
"Limited Brands, Inc.",257,2008,Specialty Retailers,,OH
"Air Products & Chemicals, Inc.",258,2008,Chemicals,,PA
Guardian Life Ins. Co. of America,259,2008,"Insurance: Life, Health (Mutual)",,NY
Xcel Energy Inc.,260,2008,Utilities: Gas and Electric,,MN
CSX Corporation,261,2008,Railroads,,FL
Apache Corporation,262,2008,"Mining, Crude-Oil Production",,TX
Aon Corporation,263,2008,Diversified Financials,,IL
The PNC Financial Services Group Inc.,264,2008,Commercial Banks,,PA
"Avon Products, Inc.",265,2008,Household and Personal Products,,NY
Coventry Health Care Inc.,266,2008,Health Care: Insurance and Managed Care,,MD
Southwest Airlines Co.,267,2008,Airlines,,TX
"National Oilwell Varco, Inc.",268,2008,"Oil and Gas Equipment, Services",,TX
Thermo Fisher Scientific Inc.,269,2008,"Scientific, Photographic and Control Equipment",,MA
"Applied Materials, Inc.",270,2008,Semiconductors and Other Electronic Components,,CA
"CenterPoint Energy, Inc.",271,2008,Utilities: Gas and Electric,,TX
YRC Worldwide Inc.,272,2008,"Trucking, Truck Leasing",,KS
DTE Energy Company,273,2008,Utilities: Gas and Electric,,MI
Dollar General Corporation,274,2008,General Merchandisers,,TN
Liberty Media Corporation,275,2008,Internet Services and Retailing,,CO
Norfolk Southern Corporation,276,2008,Railroads,,VA
Starbucks Corporation,277,2008,Food Services,,WA
"Praxair, Inc.",278,2008,Chemicals,,CT
"Pepco Holdings, Inc.",279,2008,Utilities: Gas and Electric,,DC
Tenet Healthcare Corporation,280,2008,Health Care: Medical Facilities,,TX
"Automatic Data Processing, Inc.",281,2008,Payroll Services,,NJ
"Pulte Homes, Inc.",282,2008,Homebuilders,,MI
Dana Holding Corporation,283,2008,Motor Vehicles & Parts,,OH
"KBR, Inc.",284,2008,Engineering & Construction,,TX
ITT Corporation,285,2008,Industrial and Farm Equipment,,NY
SLM Corporation,286,2008,Diversified Financials,,VA
Terex Corporation,287,2008,Industrial and Farm Equipment,,CT
OfficeMax Incorporated,288,2008,Specialty Retailers,,IL
"SAIC, Inc.",289,2008,Information Technology Services,,CA
Reynolds American Inc.,290,2008,Tobacco,,NC
"BJ's Wholesale Club, Inc.",291,2008,Specialty Retailers,,MA
"Liberty Global, Inc.",292,2008,Telecommunications,,CO
H.J. Heinz Company,293,2008,Food Consumer Products,,PA
"Land O'Lakes, Inc.",294,2008,Food Consumer Products,,MN
Rohm and Haas Company,295,2008,Chemicals,,PA
"Ameriprise Financial, Inc.",296,2008,Diversified Financials,,MN
"Qualcomm, Inc.",297,2008,Network and Other Communications Equipment,,CA
"Sonic Automotive, Inc.",298,2008,"Automotive Retailing, Services",,NC
"Nordstrom, Inc.",299,2008,General Merchandisers,,WA
ALLTEL Corporation,300,2008,Telecommunications,,AR
"ArvinMeritor, Inc.",301,2008,Motor Vehicles & Parts,,MI
"Smith International, Inc.",302,2008,"Oil and Gas Equipment, Services",,TX
Commercial Metals Company,303,2008,Metals,,TX
"Hertz Global Holdings, Inc.",304,2008,"Automotive Retailing, Services",,NJ
Monsanto Company,305,2008,Chemicals,,MO
"CIT Group, Inc.",306,2008,Diversified Financials,,NY
Fifth Third Bancorp,307,2008,Commercial Banks,,OH
Jacobs Engineering Group Inc.,308,2008,Engineering & Construction,,CA
"Assurant, Inc.",309,2008,Insurance: Property and Casualty (Stock),,NY
Boston Scientific Corporation,310,2008,Medical Products and Equipment,,MA
